Year,Period of coverage,Breakdown,Level,Level description,Gender,Age,Indicator value,Lower CI,Upper CI,Numerator,Denominator
2008,1/1/2008 to 31/12/2008,England,England,England,Male,All,172,170.1,173.9,33379,"23,869,900"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,0 to 4,1.7,1.1,2.4,27,"1,608,300"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,5 to 9,3.2,2.3,4.2,47,"1,490,400"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,10 to 14,1.7,1.2,2.5,28,"1,613,000"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,15 to 19,3.2,2.4,4.2,55,"1,700,500"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,20 to 24,5.7,4.6,6.9,98,"1,731,100"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,25 to 29,6.9,5.7,8.2,123,"1,782,200"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,30 to 34,9.7,8.3,11.3,162,"1,666,300"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,35 to 39,17.7,15.8,19.7,334,"1,888,500"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,40 to 44,30,27.6,32.5,589,"1,964,000"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,45 to 49,65.9,62.3,69.8,"1,194","1,810,600"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,50 to 54,127.9,122.4,133.6,"2,016","1,576,500"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,55 to 59,256.3,248.2,264.5,"3,834","1,496,100"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,60 to 64,436.7,426.2,447.4,"6,554","1,500,800"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,65 to 69,731.2,715.3,747.4,"8,061","1,102,400"
2008,1/1/2008 to 31/12/2008,England,England,England,Male,70 to 74,1092.3,1071.2,1113.6,10257,"939,100"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,All,174.6,172.7,176.5,33286,"23,665,400"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,0 to 4,2.8,2,3.8,44,"1,561,800"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,5 to 9,3.2,2.4,4.2,48,"1,502,200"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,10 to 14,2.1,1.5,2.9,34,"1,622,200"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,15 to 19,4.4,3.4,5.5,74,"1,698,900"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,20 to 24,5,4,6.2,86,"1,715,700"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,25 to 29,7,5.8,8.4,121,"1,722,600"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,30 to 34,10.8,9.3,12.5,182,"1,681,700"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,35 to 39,16.4,14.6,18.3,314,"1,917,400"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,40 to 44,35.2,32.6,38,691,"1,961,700"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,45 to 49,63.8,60.1,67.6,"1,127","1,767,800"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,50 to 54,134.3,128.6,140.2,"2,071","1,541,800"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,55 to 59,264.6,256.5,272.8,"4,074","1,539,900"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,60 to 64,445.2,434.4,456.3,"6,394","1,436,100"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,65 to 69,752.8,736.5,769.4,"8,107","1,076,900"
2007,1/1/2007 to 31/12/2007,England,England,England,Male,70 to 74,1079.5,1058.3,1100.9,"9,919","918,900"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,All,178.3,176.4,180.2,33525,"23,476,600"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,0 to 4,3,2.2,4,45,"1,517,100"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,5 to 9,2.4,1.7,3.3,37,"1,527,900"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,10 to 14,4.1,3.1,5.2,66,"1,629,400"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,15 to 19,5,3.9,6.1,83,"1,675,400"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,20 to 24,5.4,4.3,6.6,90,"1,678,800"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,25 to 29,7.8,6.5,9.3,130,"1,666,300"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,30 to 34,13.3,11.6,15.1,229,"1,728,100"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,35 to 39,18,16.2,20,349,"1,936,200"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,40 to 44,33.4,30.9,36.1,649,"1,942,800"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,45 to 49,67,63.2,70.9,"1,157","1,727,700"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,50 to 54,140.2,134.3,146.3,"2,131","1,520,100"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,55 to 59,266.5,258.6,274.6,"4,312","1,617,900"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,60 to 64,462.8,451.3,474.6,"6,147","1,328,100"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,65 to 69,752.6,736.3,769.2,"8,082","1,073,900"
2006,1/1/2006 to 31/12/2006,England,England,England,Male,70 to 74,1104.9,1083.4,1126.7,"10,018","906,700"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,All,180.5,178.6,182.5,33539,"23,319,000"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,0 to 4,3,2.2,4,45,"1,489,400"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,5 to 9,3,2.2,4,47,"1,551,800"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,10 to 14,2.1,1.4,2.9,34,"1,648,600"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,15 to 19,3.5,2.7,4.6,58,"1,644,900"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,20 to 24,5.6,4.5,6.8,92,"1,654,500"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,25 to 29,6.2,5,7.5,100,"1,617,300"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,30 to 34,9.3,7.9,10.8,165,"1,777,800"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,35 to 39,17.7,15.9,19.7,346,"1,951,000"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,40 to 44,33.2,30.6,35.8,636,"1,917,500"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,45 to 49,71.6,67.6,75.8,"1,202","1,677,800"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,50 to 54,139.4,133.5,145.5,"2,111","1,514,200"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,55 to 59,263.7,255.9,271.8,"4,267","1,617,900"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,60 to 64,467.7,455.9,479.7,"5,948","1,271,700"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,65 to 69,744.4,728.2,760.8,"8,068","1,083,800"
2005,1/1/2005 to 31/12/2005,England,England,England,Male,70 to 74,1157,1134.9,1179.5,"10,420","900,600"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,All,184.2,182.2,186.2,"33,849","23,134,300"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,0 to 4,2.9,2.1,3.9,43,"1,474,700"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,5 to 9,2.9,2.1,3.9,46,"1,566,900"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,10 to 14,2.7,2,3.6,45,"1,659,300"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,15 to 19,4.8,3.8,5.9,78,"1,638,000"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,20 to 24,6.1,4.9,7.4,98,"1,612,400"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,25 to 29,7.2,6,8.7,114,"1,574,500"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,30 to 34,10.5,9,12.1,190,"1,812,500"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,35 to 39,18.5,16.7,20.6,364,"1,962,900"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,40 to 44,34,31.4,36.7,635,"1,869,400"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,45 to 49,69.6,65.6,73.7,"1,137","1,634,400"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,50 to 54,149.7,143.6,155.9,"2,277","1,521,400"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,55 to 59,261.7,253.8,269.7,"4,198","1,604,200"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,60 to 64,477.4,465.3,489.8,"5,879","1,231,400"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,65 to 69,763.2,746.8,779.9,"8,216","1,076,500"
2004,1/1/2004 to 31/12/2004,England,England,England,Male,70 to 74,1175.6,1153.2,1198.3,"10,529","895,600"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,All,189.5,187.5,191.5,"34,535","23,012,000"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,0 to 4,2.9,2.1,3.9,42,"1,468,000"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,5 to 9,2.7,2,3.7,43,"1,578,200"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,10 to 14,3.2,2.4,4.2,54,"1,662,700"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,15 to 19,4.6,3.6,5.8,75,"1,624,400"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,20 to 24,5.9,4.7,7.2,92,"1,561,800"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,25 to 29,5.3,4.3,6.6,84,"1,576,000"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,30 to 34,11.6,10.1,13.2,215,"1,857,200"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,35 to 39,18.1,16.3,20.1,358,"1,976,200"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,40 to 44,37.5,34.8,40.5,687,"1,829,600"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,45 to 49,74.6,70.4,78.9,"1,192","1,598,800"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,50 to 54,147.6,141.6,153.7,"2,281","1,545,800"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,55 to 59,284,275.7,292.4,"4,481","1,577,800"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,60 to 64,496.1,483.5,508.8,"5,941","1,197,600"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,65 to 69,782.5,765.7,799.5,"8,309","1,061,900"
2003,1/1/2003 to 31/12/2003,England,England,England,Male,70 to 74,1192.2,1169.7,1215,"10,681","895,900"
2020,1/1/2020 to 31/12/2020,Region,E12000004,East Midlands,Person,All,128.5,125.2,131.9,"5,769","4,431,200"
2020,1/1/2020 to 31/12/2020,Region,E12000006,East of England,Person,All,107.6,105,110.4,"6,167","5,678,600"
2020,1/1/2020 to 31/12/2020,Region,E12000007,London,Person,All,111.3,108.6,114,"6,676","8,502,600"
2020,1/1/2020 to 31/12/2020,Region,E12000001,North East,Person,All,143.9,139.3,148.7,"3,669","2,439,800"
2020,1/1/2020 to 31/12/2020,Region,E12000002,North West,Person,All,138.9,136.1,141.8,"9,155","6,735,700"
2020,1/1/2020 to 31/12/2020,Region,E12000008,South East,Person,All,111.2,109,113.5,"9,258","8,354,000"
2020,1/1/2020 to 31/12/2020,Region,E12000009,South West,Person,All,97.3,94.7,99.9,"5,439","5,059,000"
2020,1/1/2020 to 31/12/2020,Region,E12000005,West Midlands,Person,All,133.2,130,136.4,"6,824","5,434,500"
2020,1/1/2020 to 31/12/2020,Region,E12000003,Yorkshire and The Humber,Person,All,135.4,132.2,138.7,"6,668","5,049,100"
2019,1/1/2019 to 31/12/2019,Region,E12000004,East Midlands,Person,All,129.1,125.7,132.4,"5,737","4,411,300"
2019,1/1/2019 to 31/12/2019,Region,E12000006,East of England,Person,All,112.1,109.4,114.9,"6,374","5,657,800"
2019,1/1/2019 to 31/12/2019,Region,E12000007,London,Person,All,115.1,112.3,117.9,"6,755","8,466,900"
2019,1/1/2019 to 31/12/2019,Region,E12000001,North East,Person,All,148.6,143.9,153.5,"3,759","2,432,100"
2019,1/1/2019 to 31/12/2019,Region,E12000002,North West,Person,All,140.3,137.5,143.3,"9,188","6,716,300"
2019,1/1/2019 to 31/12/2019,Region,E12000008,South East,Person,All,118.9,116.5,121.3,"9,818","8,335,400"
2019,1/1/2019 to 31/12/2019,Region,E12000009,South West,Person,All,104.2,101.5,106.9,"5,781","5,040,600"
2019,1/1/2019 to 31/12/2019,Region,E12000005,West Midlands,Person,All,131.3,128.1,134.4,"6,687","5,415,300"
2019,1/1/2019 to 31/12/2019,Region,E12000003,Yorkshire and The Humber,Person,All,133.1,129.9,136.3,"6,509","5,033,700"
2018,1/1/2018 to 31/12/2018,Region,E12000004,East Midlands,Person,All,131.6,128.2,135,"5,805","4,395,200"
2018,1/1/2018 to 31/12/2018,Region,E12000006,East of England,Person,All,121.8,119,124.8,"6,868","5,641,100"
2018,1/1/2018 to 31/12/2018,Region,E12000007,London,Person,All,117.2,114.4,120.1,"6,755","8,424,300"
2018,1/1/2018 to 31/12/2018,Region,E12000001,North East,Person,All,145.6,140.9,150.5,"3,633","2,426,300"
2018,1/1/2018 to 31/12/2018,Region,E12000002,North West,Person,All,141.5,138.7,144.5,"9,162","6,684,300"
2018,1/1/2018 to 31/12/2018,Region,E12000008,South East,Person,All,121.2,118.8,123.6,"9,918","8,316,500"
2018,1/1/2018 to 31/12/2018,Region,E12000009,South West,Person,All,121.1,118.2,124.1,"6,651","5,035,200"
2018,1/1/2018 to 31/12/2018,Region,E12000005,West Midlands,Person,All,136,132.9,139.3,"6,910","5,399,000"
2018,1/1/2018 to 31/12/2018,Region,E12000003,Yorkshire and The Humber,Person,All,137.9,134.6,141.3,"6,675","5,023,300"
2017,1/1/2017 to 31/12/2017,Region,E12000004,East Midlands,Person,All,132.6,129.2,136.1,"5,762","4,373,100"
2017,1/1/2017 to 31/12/2017,Region,E12000006,East of England,Person,All,126.4,123.5,129.4,"7,028","5,620,600"
2017,1/1/2017 to 31/12/2017,Region,E12000007,London,Person,All,119.6,116.7,122.5,"6,716","8,349,500"
2017,1/1/2017 to 31/12/2017,Region,E12000001,North East,Person,All,152.1,147.3,157.1,"3,726","2,415,600"
2017,1/1/2017 to 31/12/2017,Region,E12000002,North West,Person,All,144.3,141.4,147.3,"9,208","6,661,600"
2017,1/1/2017 to 31/12/2017,Region,E12000008,South East,Person,All,124,121.6,126.5,"10,010","8,283,500"
2017,1/1/2017 to 31/12/2017,Region,E12000009,South West,Person,All,124.7,121.7,127.7,"6,757","5,008,300"
2017,1/1/2017 to 31/12/2017,Region,E12000005,West Midlands,Person,All,136.7,133.5,140,"6,871","5,370,200"
2017,1/1/2017 to 31/12/2017,Region,E12000003,Yorkshire and The Humber,Person,All,141.2,137.8,144.6,"6,731","5,001,800"
2016,1/1/2016 to 31/12/2016,Region,E12000004,East Midlands,Person,All,135.4,131.9,138.9,"5,747","4,333,200"
2016,1/1/2016 to 31/12/2016,Region,E12000006,East of England,Person,All,129.2,126.2,132.3,"7,021","5,589,200"
2016,1/1/2016 to 31/12/2016,Region,E12000007,London,Person,All,123.2,120.2,126.2,"6,731","8,300,400"
2016,1/1/2016 to 31/12/2016,Region,E12000001,North East,Person,All,160,154.9,165.1,"3,823","2,409,400"
2016,1/1/2016 to 31/12/2016,Region,E12000002,North West,Person,All,150.5,147.4,153.5,"9,422","6,634,300"
2016,1/1/2016 to 31/12/2016,Region,E12000008,South East,Person,All,124.9,122.4,127.4,"9,848","8,246,100"
2016,1/1/2016 to 31/12/2016,Region,E12000009,South West,Person,All,130.7,127.7,133.9,"6,926","4,975,500"
2016,1/1/2016 to 31/12/2016,Region,E12000005,West Midlands,Person,All,141,137.7,144.3,"6,969","5,328,600"
2016,1/1/2016 to 31/12/2016,Region,E12000003,Yorkshire and The Humber,Person,All,143.9,140.5,147.4,"6,719","4,981,800"
2015,1/1/2015 to 31/12/2015,Region,E12000004,East Midlands,Person,All,139.4,135.9,143.1,"5,769","4,289,500"
2015,1/1/2015 to 31/12/2015,Region,E12000006,East of England,Person,All,128.7,125.6,131.8,"6,827","5,541,600"
2015,1/1/2015 to 31/12/2015,Region,E12000007,London,Person,All,128.2,125.1,131.3,"6,794","8,208,700"
2015,1/1/2015 to 31/12/2015,Region,E12000001,North East,Person,All,155.4,150.4,160.5,"3,648","2,399,000"
2015,1/1/2015 to 31/12/2015,Region,E12000002,North West,Person,All,150.7,147.7,153.8,"9,276","6,590,500"
2015,1/1/2015 to 31/12/2015,Region,E12000008,South East,Person,All,128.8,126.3,131.4,"9,925","8,171,900"
2015,1/1/2015 to 31/12/2015,Region,E12000009,South West,Person,All,126.5,123.4,129.6,"6,536","4,934,700"
2015,1/1/2015 to 31/12/2015,Region,E12000005,West Midlands,Person,All,139.2,135.9,142.6,"6,765","5,274,400"
2015,1/1/2015 to 31/12/2015,Region,E12000003,Yorkshire and The Humber,Person,All,145.1,141.6,148.6,"6,637","4,950,200"
2014,1/1/2014 to 31/12/2014,Region,E12000004,East Midlands,Person,All,136,132.4,139.6,"5,514","4,254,700"
2014,1/1/2014 to 31/12/2014,Region,E12000006,East of England,Person,All,131.1,128,134.3,"6,817","5,489,800"
2014,1/1/2014 to 31/12/2014,Region,E12000007,London,Person,All,129.5,126.3,132.7,"6,703","8,079,600"
2014,1/1/2014 to 31/12/2014,Region,E12000001,North East,Person,All,168.8,163.5,174.2,"3,899","2,394,800"
2014,1/1/2014 to 31/12/2014,Region,E12000002,North West,Person,All,153,149.8,156.1,"9,287","6,556,400"
2014,1/1/2014 to 31/12/2014,Region,E12000008,South East,Person,All,127,124.5,129.6,"9,581","8,107,500"
2014,1/1/2014 to 31/12/2014,Region,E12000009,South West,Person,All,127.4,124.3,130.6,"6,458","4,892,400"
2014,1/1/2014 to 31/12/2014,Region,E12000005,West Midlands,Person,All,145.4,142,148.8,"6,965","5,242,300"
2014,1/1/2014 to 31/12/2014,Region,E12000003,Yorkshire and The Humber,Person,All,149.9,146.3,153.5,"6,740","4,924,300"
2013,1/1/2013 to 31/12/2013,Region,E12000004,East Midlands,Person,All,139.7,136,143.4,"5,554","4,224,300"
2013,1/1/2013 to 31/12/2013,Region,E12000006,East of England,Person,All,136.4,133.2,139.7,"6,955","5,437,900"
2013,1/1/2013 to 31/12/2013,Region,E12000007,London,Person,All,131.5,128.3,134.7,"6,674","7,967,700"
2013,1/1/2013 to 31/12/2013,Region,E12000001,North East,Person,All,164.2,158.9,169.5,"3,731","2,391,200"
2013,1/1/2013 to 31/12/2013,Region,E12000002,North West,Person,All,158.3,155.1,161.5,"9,471","6,538,300"
2013,1/1/2013 to 31/12/2013,Region,E12000008,South East,Person,All,132.3,129.7,135,"9,766","8,043,100"
2013,1/1/2013 to 31/12/2013,Region,E12000009,South West,Person,All,129.7,126.5,132.9,"6,424","4,857,100"
2013,1/1/2013 to 31/12/2013,Region,E12000005,West Midlands,Person,All,146.2,142.8,149.7,"6,893","5,214,000"
2013,1/1/2013 to 31/12/2013,Region,E12000003,Yorkshire and The Humber,Person,All,150.4,146.8,154.1,"6,664","4,910,600"
2012,1/1/2012 to 31/12/2012,Region,E12000004,East Midlands,Person,All,146.5,142.7,150.4,"5,693","4,200,200"
2012,1/1/2012 to 31/12/2012,Region,E12000006,East of England,Person,All,136.1,132.9,139.4,"6,803","5,400,700"
2012,1/1/2012 to 31/12/2012,Region,E12000007,London,Person,All,137.2,133.9,140.6,"6,802","7,867,100"
2012,1/1/2012 to 31/12/2012,Region,E12000001,North East,Person,All,171,165.6,176.5,"3,843","2,386,600"
2012,1/1/2012 to 31/12/2012,Region,E12000002,North West,Person,All,158.2,155,161.4,"9,355","6,527,800"
2012,1/1/2012 to 31/12/2012,Region,E12000008,South East,Person,All,134.5,131.8,137.2,"9,733","7,988,100"
2012,1/1/2012 to 31/12/2012,Region,E12000009,South West,Person,All,134.5,131.2,137.8,"6,515","4,825,800"
2012,1/1/2012 to 31/12/2012,Region,E12000005,West Midlands,Person,All,147.3,143.8,150.8,"6,831","5,189,600"
2012,1/1/2012 to 31/12/2012,Region,E12000003,Yorkshire and The Humber,Person,All,154.9,151.2,158.6,"6,752","4,895,900"
2011,1/1/2011 to 31/12/2011,Region,E12000004,East Midlands,Person,All,145.4,141.6,149.3,"5,543","4,176,700"
2011,1/1/2011 to 31/12/2011,Region,E12000006,East of England,Person,All,135.6,132.4,139,"6,620","5,365,800"
2011,1/1/2011 to 31/12/2011,Region,E12000007,London,Person,All,140.9,137.5,144.3,"6,792","7,770,100"
2011,1/1/2011 to 31/12/2011,Region,E12000001,North East,Person,All,173.8,168.3,179.4,"3,850","2,384,700"
2011,1/1/2011 to 31/12/2011,Region,E12000002,North West,Person,All,163.1,159.8,166.4,"9,470","6,508,700"
2011,1/1/2011 to 31/12/2011,Region,E12000008,South East,Person,All,135.1,132.4,137.9,"9,579","7,929,100"
2011,1/1/2011 to 31/12/2011,Region,E12000009,South West,Person,All,139,135.6,142.4,"6,601","4,795,100"
2011,1/1/2011 to 31/12/2011,Region,E12000005,West Midlands,Person,All,149.7,146.2,153.3,"6,864","5,165,000"
2011,1/1/2011 to 31/12/2011,Region,E12000003,Yorkshire and The Humber,Person,All,160.1,156.3,163.9,"6,866","4,874,500"
2010,1/1/2010 to 31/12/2010,Region,E12000004,East Midlands,Person,All,149.8,145.9,153.8,"5,635","4,151,900"
2010,1/1/2010 to 31/12/2010,Region,E12000006,East of England,Person,All,137.2,133.9,140.5,"6,625","5,320,200"
2010,1/1/2010 to 31/12/2010,Region,E12000007,London,Person,All,139.4,136,142.8,"6,657","7,632,600"
2010,1/1/2010 to 31/12/2010,Region,E12000001,North East,Person,All,169.4,164,175,"3,721","2,377,900"
2010,1/1/2010 to 31/12/2010,Region,E12000002,North West,Person,All,166.3,163,169.7,"9,551","6,481,400"
2010,1/1/2010 to 31/12/2010,Region,E12000008,South East,Person,All,138.6,135.9,141.4,"9,675","7,866,200"
2010,1/1/2010 to 31/12/2010,Region,E12000009,South West,Person,All,137,133.7,140.4,"6,409","4,761,700"
2010,1/1/2010 to 31/12/2010,Region,E12000005,West Midlands,Person,All,149.5,146,153.1,"6,766","5,130,000"
2010,1/1/2010 to 31/12/2010,Region,E12000003,Yorkshire and The Humber,Person,All,157.5,153.7,161.3,"6,699","4,847,400"
2009,1/1/2009 to 31/12/2009,Region,E12000004,East Midlands,Person,All,150.4,146.5,154.4,"5,556","4,122,500"
2009,1/1/2009 to 31/12/2009,Region,E12000006,East of England,Person,All,141.4,138.1,144.9,"6,723","5,273,600"
2009,1/1/2009 to 31/12/2009,Region,E12000007,London,Person,All,146.3,142.8,149.9,"6,864","7,517,500"
2009,1/1/2009 to 31/12/2009,Region,E12000001,North East,Person,All,176.2,170.7,181.9,"3,823","2,369,900"
2009,1/1/2009 to 31/12/2009,Region,E12000002,North West,Person,All,165.7,162.3,169.1,"9,402","6,455,200"
2009,1/1/2009 to 31/12/2009,Region,E12000008,South East,Person,All,140.4,137.5,143.2,"9,627","7,791,100"
2009,1/1/2009 to 31/12/2009,Region,E12000009,South West,Person,All,139.1,135.7,142.6,"6,403","4,733,000"
2009,1/1/2009 to 31/12/2009,Region,E12000005,West Midlands,Person,All,153.9,150.3,157.6,"6,875","5,099,100"
2009,1/1/2009 to 31/12/2009,Region,E12000003,Yorkshire and The Humber,Person,All,157.4,153.6,161.2,"6,615","4,821,900"
2008,1/1/2008 to 31/12/2008,Region,E12000004,East Midlands,Person,All,154.1,150.1,158.2,"5,579","4,095,400"
2008,1/1/2008 to 31/12/2008,Region,E12000006,East of England,Person,All,143.7,140.3,147.2,"6,714","5,237,200"
2008,1/1/2008 to 31/12/2008,Region,E12000007,London,Person,All,146.5,143,150.1,"6,771","7,388,800"
2008,1/1/2008 to 31/12/2008,Region,E12000001,North East,Person,All,183.5,177.8,189.3,"3,930","2,365,500"
2008,1/1/2008 to 31/12/2008,Region,E12000002,North West,Person,All,171.6,168.1,175,"9,586","6,431,800"
2008,1/1/2008 to 31/12/2008,Region,E12000008,South East,Person,All,141,138.2,143.9,"9,486","7,734,000"
2008,1/1/2008 to 31/12/2008,Region,E12000009,South West,Person,All,142.3,138.8,145.8,"6,439","4,714,300"
2008,1/1/2008 to 31/12/2008,Region,E12000005,West Midlands,Person,All,156.1,152.4,159.9,"6,843","5,071,300"
2008,1/1/2008 to 31/12/2008,Region,E12000003,Yorkshire and The Humber,Person,All,162.6,158.7,166.5,"6,724","4,801,200"
2007,1/1/2007 to 31/12/2007,Region,E12000004,East Midlands,Person,All,157,152.9,161.2,"5,564","4,062,900"
2007,1/1/2007 to 31/12/2007,Region,E12000006,East of England,Person,All,146.1,142.6,149.7,"6,684","5,189,700"
2007,1/1/2007 to 31/12/2007,Region,E12000007,London,Person,All,148.6,145,152.3,"6,782","7,270,900"
2007,1/1/2007 to 31/12/2007,Region,E12000001,North East,Person,All,182.6,176.9,188.5,"3,868","2,360,200"
2007,1/1/2007 to 31/12/2007,Region,E12000002,North West,Person,All,174.7,171.2,178.2,"9,626","6,405,800"
2007,1/1/2007 to 31/12/2007,Region,E12000008,South East,Person,All,145,142.1,148,"9,555","7,667,300"
2007,1/1/2007 to 31/12/2007,Region,E12000009,South West,Person,All,140,136.5,143.5,"6,224","4,684,500"
2007,1/1/2007 to 31/12/2007,Region,E12000005,West Midlands,Person,All,159,155.2,162.8,"6,879","5,031,400"
2007,1/1/2007 to 31/12/2007,Region,E12000003,Yorkshire and The Humber,Person,All,165,161,169,"6,739","4,770,000"
2006,1/1/2006 to 31/12/2006,Region,E12000004,East Midlands,Person,All,154.2,150.1,158.4,"5,383","4,029,500"
2006,1/1/2006 to 31/12/2006,Region,E12000006,East of England,Person,All,145.1,141.6,148.7,"6,535","5,150,800"
2006,1/1/2006 to 31/12/2006,Region,E12000007,London,Person,All,153.3,149.7,157.1,"6,954","7,176,700"
2006,1/1/2006 to 31/12/2006,Region,E12000001,North East,Person,All,186.2,180.4,192.2,"3,906","2,353,500"
2006,1/1/2006 to 31/12/2006,Region,E12000002,North West,Person,All,174.5,171,178,"9,519","6,383,200"
2006,1/1/2006 to 31/12/2006,Region,E12000008,South East,Person,All,148.3,145.4,151.3,"9,621","7,597,700"
2006,1/1/2006 to 31/12/2006,Region,E12000009,South West,Person,All,146.6,143,150.3,"6,403","4,639,400"
2006,1/1/2006 to 31/12/2006,Region,E12000005,West Midlands,Person,All,162.2,158.4,166.1,"6,925","5,000,900"
2006,1/1/2006 to 31/12/2006,Region,E12000003,Yorkshire and The Humber,Person,All,165.2,161.2,169.2,"6,644","4,743,300"
2005,1/1/2005 to 31/12/2005,Region,E12000004,East Midlands,Person,All,158.2,154,162.5,"5,445","3,996,700"
2005,1/1/2005 to 31/12/2005,Region,E12000006,East of England,Person,All,147.4,143.8,151,"6,594","5,114,600"
2005,1/1/2005 to 31/12/2005,Region,E12000007,London,Person,All,156.2,152.5,160,"7,048","7,099,400"
2005,1/1/2005 to 31/12/2005,Region,E12000001,North East,Person,All,184.6,178.8,190.6,"3,858","2,351,200"
2005,1/1/2005 to 31/12/2005,Region,E12000002,North West,Person,All,180.9,177.4,184.6,"9,818","6,357,000"
2005,1/1/2005 to 31/12/2005,Region,E12000008,South East,Person,All,148.5,145.5,151.6,"9,526","7,539,600"
2005,1/1/2005 to 31/12/2005,Region,E12000009,South West,Person,All,148.3,144.7,152,"6,405","4,611,500"
